Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Admiralty,2020,1,1,0,0,0,0,27.5,31.1,25.4,22,56.5
Admiralty,2020,1,2,0,0,0,0,27.4,30.3,25,20.2,57.6
Admiralty,2020,1,3,0.2,0.2,0.2,0.2,27.5,30.4,25.7,22.7,52.2
Admiralty,2020,1,4,7,6.2,6.8,7,26.7,30.3,25.2,20.9,58.7
Admiralty,2020,1,5,0,0,0,0,27.6,31.6,25.1,22.3,45.4
Admiralty,2020,1,6,4.8,1.6,2.8,3.8,26,30.7,23.8,18,51.5
Admiralty,2020,1,7,2,0.8,1.4,1.8,25.9,29.6,23.3,18.7,54.7
Admiralty,2020,1,8,1.2,1.2,1.2,1.2,27.2,30.8,25,20.9,50
Admiralty,2020,1,9,0,0,0,0,27.5,31.3,25.6,22.3,52.2
Admiralty,2020,1,10,0.4,0.4,0.4,0.4,26.9,30.3,25.1,16.2,43.9
Admiralty,2020,1,11,0,0,0,0,27.3,30.1,25.1,15.1,35.6
Admiralty,2020,1,12,0,0,0,0,27.7,32.4,25.1,15.1,38.5
Admiralty,2020,1,13,0,0,0,0,27.2,31.7,24.3,19.1,43.6
Admiralty,2020,1,14,0,0,0,0,27.2,31.8,24.6,20.9,45
Admiralty,2020,1,15,1,1,1,1,27.2,30.5,25.2,19.8,49
Admiralty,2020,1,16,0.2,0.2,0.2,0.2,27.5,31.6,25.9,17.3,38.9
Admiralty,2020,1,17,0,0,0,0,27.8,32.4,24.8,19.8,42.8
Admiralty,2020,1,18,0.2,0.2,0.2,0.2,27.7,32.1,25.4,19.1,43.9
Admiralty,2020,1,19,0,0,0,0,28,32.6,25.6,22,47.9
Admiralty,2020,1,20,0,0,0,0,27.6,31.5,25.8,22,55.1
Admiralty,2020,1,21,24.6,10.6,12.6,13.8,25.9,27.6,24.1,19.4,50
Admiralty,2020,1,22,0,0,0,0,27.6,31.6,25,23,49.7
Admiralty,2020,1,23,0,0,0,0,27.7,31.9,25.2,19.8,46.1
Admiralty,2020,1,24,0,0,0,0,27.6,31.3,25,21.2,47.5
Admiralty,2020,1,25,0,0,0,0,27.6,32.7,24.4,19.4,41
Admiralty,2020,1,26,0,0,0,0,28.1,33.7,24.8,17.3,41
Admiralty,2020,1,27,39.8,22.2,33.6,39,27.4,33.3,23.8,16.2,35.3
Admiralty,2020,1,28,0,0,0,0,28.2,33,25.7,16.9,38.9
Admiralty,2020,1,29,54.2,22.4,25.4,26,26,29.3,23.3,12.6,52.2
Admiralty,2020,1,30,0,0,0,0,26.9,31.8,23.4,17.6,44.6
Admiralty,2020,1,31,0,0,0,0,27.9,31.9,25.7,22.3,52.2
Admiralty,2020,2,1,0,0,0,0,27.7,30.7,25.9,24.5,60.5
Admiralty,2020,2,2,0,0,0,0,27.2,30.9,25.5,25.2,61.6
Admiralty,2020,2,3,0,0,0,0,27.4,31.6,24.6,22,49.7
Admiralty,2020,2,4,0,0,0,0,27.1,31.4,24.4,20.2,49.7
Admiralty,2020,2,5,0,0,0,0,27.4,32.1,24.7,20.5,46.4
Admiralty,2020,2,6,0,0,0,0,27.8,31.5,25.4,23,48.6
Admiralty,2020,2,7,0,0,0,0,27.5,31.1,25.1,23.4,50
Admiralty,2020,2,8,0,0,0,0,27.3,30.9,24.3,19.1,42.5
Admiralty,2020,2,9,32.4,13.6,15.2,17.2,25.9,29.4,23.1,14.4,46.8
Admiralty,2020,2,10,6.8,4,4.8,6.6,26.6,32.9,23.3,13,37.8
Admiralty,2020,2,11,18.4,7,8,13.8,26.5,28.9,25,16.2,39.2
Admiralty,2020,2,12,3.2,3.2,3.2,3.2,27.5,31.7,25,17.3,40.7
Admiralty,2020,2,13,0,0,0,0,28,32.3,25.6,20.5,42.1
Admiralty,2020,2,14,0,0,0,0,28,32.6,25.4,20.2,41.8
Admiralty,2020,2,15,0,0,0,0,28.4,34.8,24.7,14,31.7
Admiralty,2020,2,16,4.6,2.2,2.6,3.8,27.5,35.5,24.7,12.6,34.2
Admiralty,2020,2,17,0,0,0,0,28.1,33.2,25.5,19.1,48.2
Admiralty,2020,2,18,1,0.8,1,1,26.4,29.4,23.9,20.9,53.3
Admiralty,2020,2,19,0,0,0,0,27.6,32,25.6,23,55.8
Admiralty,2020,2,20,1,0.8,0.8,0.8,27.4,31.6,25,25.2,59.8
Admiralty,2020,2,21,4.8,1.4,1.6,2.6,26.6,29.7,24,21.6,65.9
Admiralty,2020,2,22,0,0,0,0,27.5,30.6,25.5,25.2,60.5
Admiralty,2020,2,23,0,0,0,0,27.5,31,25.1,25.6,59.8
Admiralty,2020,2,24,0.2,0.2,0.2,0.2,26.8,29.7,25.6,24.1,69.8
Admiralty,2020,2,25,0,0,0,0,27.7,31.6,25.2,23,50.8
Admiralty,2020,2,26,0,0,0,0,27.9,32.4,25.1,22.3,49
Admiralty,2020,2,27,0,0,0,0,28.1,32.8,25.3,21.6,47.2
Admiralty,2020,2,28,0,0,0,0,28,32.3,25.4,22,47.5
Admiralty,2020,2,29,0,0,0,0,27.8,32.5,24.9,22.3,45.7
Admiralty,2020,3,1,0,0,0,0,27.9,32.7,24.8,20.2,51.1
Admiralty,2020,3,2,0,0,0,0,28,32.8,24.9,19.1,43.9
Admiralty,2020,3,3,0,0,0,0,28,32.1,25.4,21.6,47.5
Admiralty,2020,3,4,0.6,0.6,0.6,0.6,28.3,33.1,25.8,18.4,41.4
Admiralty,2020,3,5,1.6,0.6,1,1.2,27.1,29.9,25,17.6,39.6
Admiralty,2020,3,6,0,0,0,0,27.5,31.7,25.1,13.3,38.2
Admiralty,2020,3,7,5.2,2.8,3.4,3.6,27.8,33.7,25.9,16.2,57.2
Admiralty,2020,3,8,16.4,10.8,15,15.4,27.9,33.6,25.6,12.6,31
Admiralty,2020,3,9,0.2,0.2,0.2,0.2,28.8,36,25.5,12.2,31.3
Admiralty,2020,3,10,0,0,0,0,29.2,35.7,26.3,15.5,37.4
Admiralty,2020,3,11,16,15,16,16,28.6,34.7,24.2,15.5,54.7
Admiralty,2020,3,12,0,0,0,0,28.5,33.3,25.6,19.4,49
Admiralty,2020,3,13,0,0,0,0,29.3,36,25.8,16.9,41.4
Admiralty,2020,3,14,0,0,0,0,28.9,33.5,26.5,18.7,41.8
Admiralty,2020,3,15,0,0,0,0,28.9,33.1,26.7,21.6,46.1
Admiralty,2020,3,16,0,0,0,0,28.5,32.7,26.6,22.3,61.2
Admiralty,2020,3,17,0,0,0,0,28.5,32.4,25.9,20.9,50.4
Admiralty,2020,3,18,5.4,3.4,3.6,5.4,27.9,32,25.5,18.7,44.6
Admiralty,2020,3,19,0,0,0,0,28.3,33.9,25.7,16.2,41
Admiralty,2020,3,20,0,0,0,0,28.1,32.8,26,17.6,41
Admiralty,2020,3,21,45.2,26.8,39.2,45,27.5,32,24.1,16.9,39.2
Admiralty,2020,3,22,26.8,12.8,24,26.8,27.3,33.8,23.6,13,53.6
Admiralty,2020,3,23,19.4,9,12.8,18,26.5,30.4,24,11.9,32.8
Admiralty,2020,3,24,0.2,0.2,0.2,0.2,28.2,33.6,24.7,17.3,47.5
Admiralty,2020,3,25,0,0,0,0,28.4,32,25.8,14.4,38.2
Admiralty,2020,3,26,0,0,0,0,29,33.6,26,17.6,39.2
Admiralty,2020,3,27,30.6,23,28.8,28.8,28.1,34.6,23.8,14.8,44.3
Admiralty,2020,3,28,14.2,10.6,14,14,28.8,34.9,25.8,14,36.4
Admiralty,2020,3,29,0,0,0,0,28.9,33.9,26.3,18.7,37.8
Admiralty,2020,3,30,0.2,0.2,0.2,0.2,28.9,34.8,25.9,15.1,35.6
Admiralty,2020,3,31,0,0,0,0,29.4,35,26.6,16.2,39.6
Admiralty,2020,4,1,0.4,0.4,0.4,0.4,29.2,35.7,26,13.7,34.6
Admiralty,2020,4,2,5,3,4.6,5,28.5,35.2,25.3,15.4,51.1
Admiralty,2020,4,3,8.6,6.2,6.4,7.2,27.9,32.7,24.4,14.4,41.5
Admiralty,2020,4,4,0,0,0,0,29.2,33.8,26.4,16.1,40.7
Admiralty,2020,4,5,0,0,0,0,28.2,33.8,25.3,13.4,46.9
Admiralty,2020,4,6,0,0,0,0,27.7,30.8,25.9,11.2,35.6
Admiralty,2020,4,7,30,14.8,17.2,24.8,27.4,31.8,23.1,-,33.2
Admiralty,2020,4,8,33.6,27.6,32.8,33,27.9,35.1,23.3,12.1,35.6
Admiralty,2020,4,9,0.2,0.2,0.2,0.2,28.7,34.4,25.3,15.3,44.6
Admiralty,2020,4,10,0,0,0,0,28.8,35.1,25.4,14.3,37.8
Admiralty,2020,4,11,0.4,0.4,0.4,0.4,28.7,33.4,26.8,16.3,39.6
Admiralty,2020,4,12,0,0,0,0,28.7,33,26.6,16.2,36.3
Admiralty,2020,4,13,27.6,22.2,27.4,27.6,28.2,32.7,22.4,14.2,51.5
Admiralty,2020,4,14,0,0,0,0,29.2,33.7,26.3,19,44.6
Admiralty,2020,4,15,0,0,0,0,29.3,33,26.2,18.1,45.4
Admiralty,2020,4,16,0,0,0,0,29.5,34.4,26.4,18.5,41.9
Admiralty,2020,4,17,0,0,0,0,29.5,34.3,26.6,15.7,37
Admiralty,2020,4,18,0,0,0,0,29.3,34.4,26.2,16.4,43.5
Admiralty,2020,4,19,0,0,0,0,30.1,34.7,27.6,16.4,36.7
Admiralty,2020,4,20,0,0,0,0,30,34.5,27.2,17.9,37
Admiralty,2020,4,21,63.2,30,51.8,61.8,28.4,32.9,23.3,14.1,46.1
Admiralty,2020,4,22,1,0.8,1,1.2,29.1,34.9,26.9,15.1,45.7
Admiralty,2020,4,23,12.6,6.8,6.8,6.8,27.7,34.2,25.5,11.5,41.9
Admiralty,2020,4,24,4,1.2,2.2,3.2,27.2,34.6,25.1,9.6,36.3
Admiralty,2020,4,25,2.4,2.2,2.2,2.2,27.2,31.3,25.8,10.3,37.4
Admiralty,2020,4,26,2.2,1.6,1.8,2,27,32.5,25.5,11,35.6
Admiralty,2020,4,27,0,0,0,0,27.2,30.7,24.9,11.2,42
Admiralty,2020,4,28,-,0,0,0,28.4,31.8,26,10.9,25.9
Admiralty,2020,4,29,-,2.4,3,5.4,28.9,34.5,25.1,11,42
Admiralty,2020,4,30,9.2,3.8,4.2,4.2,27.7,33.6,24.8,11.5,30.6
Admiralty,2020,5,1,8.6,2.6,4.4,8.6,26.3,30.4,24.7,9.7,41.5
Admiralty,2020,5,2,0,0,0,0,28.1,31.7,25.5,11.7,32.8
Admiralty,2020,5,3,6,4.4,5.6,5.8,28.6,33.1,25.2,9.8,26.3
Admiralty,2020,5,4,0.2,0.2,0.2,0.2,27.8,30.9,26.1,13,29.8
Admiralty,2020,5,5,3,3,3,3,28.3,35,25.6,12.2,45
Admiralty,2020,5,6,0.2,0.2,0.2,0.2,28.4,31.6,25,7.9,37.4
Admiralty,2020,5,7,0,0,0,0,29.8,35,27.6,10.3,35
Admiralty,2020,5,8,8.4,3.8,4.4,7,28.8,32.3,25.3,9.2,29.8
Admiralty,2020,5,9,1.6,1.4,1.4,1.4,30.6,35.2,27.4,7.9,25.9
Admiralty,2020,5,10,0.2,0.2,0.2,0.2,29.6,32.3,26.3,12.4,37.8
Admiralty,2020,5,11,1.2,0.6,1,1.2,29.1,32.8,25.9,11,35.9
Admiralty,2020,5,12,0,0,0,0,30,34.7,28.3,12.6,37.8
Admiralty,2020,5,13,2.4,1.4,1.4,1.6,27.8,31.3,24.7,10.8,38.2
Admiralty,2020,5,14,0,0,0,0,29.1,34.2,25.6,12.4,35.6
Admiralty,2020,5,15,0,0,0,0,30.1,34.7,27,9.9,32.4
Admiralty,2020,5,16,10.8,10.4,10.8,10.8,29.8,33.9,26.6,9.4,38.9
Admiralty,2020,5,17,46,27,35.2,38.2,28.2,33.1,24.7,9.3,39.6
Admiralty,2020,5,18,0,0,0.6,3.4,29.1,34.4,25.3,7.6,23.7
Admiralty,2020,5,19,0,0,0,0,30.1,34.1,28,10.5,36.7
Admiralty,2020,5,20,-,-,-,-,28.8,33.4,25.7,9.9,45.7
Admiralty,2020,5,21,0.2,-,-,-,29,35.8,26.5,10.5,42
Admiralty,2020,5,22,40,23.6,39.4,40,27.9,32.4,23.4,10.9,35
Admiralty,2020,5,23,0.2,0.2,0.2,0.2,27.5,30.8,26,9.4,25.9
Admiralty,2020,5,24,0,0,0,0,28.5,33.6,26.4,12.1,42
Admiralty,2020,5,25,13.6,13.4,13.6,13.6,28.7,34.6,26.2,10.9,34.3
Admiralty,2020,5,26,2.2,1.4,1.8,2,28.9,35,26.1,9.6,30.6
Admiralty,2020,5,27,1.8,0.8,1.4,1.8,28.1,31.4,25.9,10.7,41.1
Admiralty,2020,5,28,0.6,0.6,0.6,0.6,29,34.3,26.5,11,35.2
Admiralty,2020,5,29,3.8,3.6,3.8,3.8,28.1,32.4,25.1,9.6,39.6
Admiralty,2020,5,30,6,4,4,5.2,27.8,34.7,25.2,10.1,45
Admiralty,2020,5,31,0,0,0,0,28.3,33.5,25.9,11.1,29.1
Admiralty,2020,6,1,10,4.8,-,-,26.4,30.4,24.2,11.1,38.9
Admiralty,2020,6,2,19.4,7.8,-,-,28.1,35.6,24.3,9.7,32.4
Admiralty,2020,6,3,0,0,0,0,28.6,32.3,25.8,11.6,35.6
Admiralty,2020,6,4,13.8,9.8,10.8,11,28.5,34,24.1,8.4,51.5
Admiralty,2020,6,5,9.8,-,-,-,27.9,31.5,23.9,8,33.2
Admiralty,2020,6,6,3.2,-,-,-,27,29.4,24.3,8.5,25.2
Admiralty,2020,6,7,0,0,0,0,29.3,33.9,26,10.6,24.4
Admiralty,2020,6,8,0,0,0,0,29.3,34.8,27.1,10.9,34.3
Admiralty,2020,6,9,0,0,0,0,29.9,33.7,26.6,10,29.8
Admiralty,2020,6,10,0,0,0,0,29,33.5,25.9,12.1,39.3
Admiralty,2020,6,11,1.2,1.2,1.2,1.2,28.3,33.5,25.2,12.1,37
Admiralty,2020,6,12,1.6,1.6,1.6,1.6,28.5,32,26.9,9.3,34.6
Admiralty,2020,6,13,7.4,1.2,2.2,3.2,25.6,27.2,24.3,9,29.4
Admiralty,2020,6,14,1.2,1,1,1,28,33.2,25.1,8.2,33.9
Admiralty,2020,6,15,0.2,0.2,0.2,0.2,29.6,33.4,27.8,9.7,42.8
Admiralty,2020,6,16,4.6,4.6,4.6,4.6,28.2,31.2,26.2,12.7,35.2
Admiralty,2020,6,17,11.2,3.6,5.6,7.6,26.6,29.7,25.2,9.3,27.8
Admiralty,2020,6,18,1.4,0.8,0.8,0.8,27.3,30.4,25.2,8.9,23.7
Admiralty,2020,6,19,2,0.8,1.4,1.8,28,31.6,25.3,7.8,24.1
Admiralty,2020,6,20,13,4.6,6.2,6.8,26.1,28.1,24.4,8.3,32.8
Admiralty,2020,6,21,0,0,0,0,26.7,28.4,25.4,8.2,29.4
Admiralty,2020,6,22,0,0,0,0,27.1,28.6,25.5,8.5,27.8
Admiralty,2020,6,23,16.8,4.4,6.6,9.8,26.4,29.3,23.4,8.6,34.3
Admiralty,2020,6,24,6.8,3.4,4.2,4.8,26.3,27.5,23.9,9.5,41.1
Admiralty,2020,6,25,0,0,0,0,28.3,32.3,25.3,9.1,25.6
Admiralty,2020,6,26,0,0,0,0,28.7,32.4,26.4,10,28.5
Admiralty,2020,6,27,3.8,3.8,3.8,3.8,28.9,31.9,26.3,10.9,37.8
Admiralty,2020,6,28,0.2,0.2,0.2,0.2,29.2,32.6,26.9,9.3,43.9
Admiralty,2020,6,29,0.4,0.2,0.4,0.4,29.4,32.4,27.6,8.7,36.3
Admiralty,2020,6,30,7.2,7.2,7.2,7.2,29.2,33.8,26.2,10.8,43.2
Admiralty,2020,7,1,5.6,5.6,5.6,5.6,28.7,32.3,24.6,8.2,34.3
Admiralty,2020,7,2,0,0,0,0,29,31.5,27.2,9.6,34.6
Admiralty,2020,7,3,0,0,0,0,29.7,33.5,27.7,9.1,32.8
Admiralty,2020,7,4,0.2,0.2,0.2,0.2,28.6,32.8,25.1,11,40
Admiralty,2020,7,5,2.6,1.8,2.4,2.6,27,32.8,24.6,11.6,53.7
Admiralty,2020,7,6,2,1.4,2,2,27.6,32.5,25.3,11.8,36.7
Admiralty,2020,7,7,9,8.8,8.8,8.8,27,32,25,9.5,30.6
Admiralty,2020,7,8,4,4,4,4,27,30,25.1,8.7,23.7
Admiralty,2020,7,9,11.6,6.8,9,10.4,25.6,26.9,23,9.2,35.9
Admiralty,2020,7,10,0,0,0,0.4,27.7,32,24.8,10.4,31.7
Admiralty,2020,7,11,0.4,0.4,0.4,0.4,27.7,31.6,26,10.7,28.5
Admiralty,2020,7,12,5,5,5,5,28.1,31.9,24.1,8.8,25.6
Admiralty,2020,7,13,23,15.6,18.2,20.2,25.5,28.2,23.6,11.1,39.3
Admiralty,2020,7,14,0.2,0.2,0.2,0.2,27,29.9,25,10.2,32
Admiralty,2020,7,15,11.6,9.4,11.6,11.6,27.4,31.7,25,8.7,25.9
Admiralty,2020,7,16,3.8,-,-,-,28,34.6,24.2,11,40.7
Admiralty,2020,7,17,0,0,0,0,29,33.2,25.2,9.6,25.9
Admiralty,2020,7,18,7.4,3,4.8,5.6,27.7,31.8,26,12.1,34.3
Admiralty,2020,7,19,0,0,0,0,28.4,33.2,24.8,9.7,27.8
Admiralty,2020,7,20,0,0,0,0,29.4,33.4,27.3,13.2,39.6
Admiralty,2020,7,21,0,0,0,0,29.5,33.9,27.4,11.7,38.2
Admiralty,2020,7,22,19,12.8,13.4,13.4,27.3,29.9,23.8,9.8,25.6
Admiralty,2020,7,23,2.2,1.2,1.6,1.8,27.6,31.1,24.7,9,36.3
Admiralty,2020,7,24,9,8.2,8.6,8.6,27.4,30.8,24.2,11,42.8
Admiralty,2020,7,25,5,5,5,5,27,31,24.8,10.9,31.7
Admiralty,2020,7,26,17.2,10,10.4,10.4,27.1,31.8,24,10.8,45.4
Admiralty,2020,7,27,40.6,14.6,15.6,19.8,26,29.9,22.8,10.3,43.5
Admiralty,2020,7,28,0.2,0.2,0.2,0.2,27.7,31.6,24.5,9.7,27.4
Admiralty,2020,7,29,9.4,3.4,4.2,5.6,25.9,28.4,23.9,9.9,22
Admiralty,2020,7,30,0,0,0,0,28.4,32.7,25.2,10.4,26.3
Admiralty,2020,7,31,26,19.8,25.6,26,27.9,30.9,23.4,9.6,39.3
Admiralty,2020,8,1,1,0.4,0.6,0.8,28.4,32.3,24.5,8.8,34.3
Admiralty,2020,8,2,0,0,0,0,29,32.4,26.7,8.4,25.9
Admiralty,2020,8,3,0,0,0,0,29.5,33.2,27.3,9.2,28.2
Admiralty,2020,8,4,1,1,1,1,27.6,29.6,24.1,9.9,59.4
Admiralty,2020,8,5,0,0,0,0,29,33,26.5,8.3,28.2
Admiralty,2020,8,6,0,0,0,0,29.5,33.5,27.7,8.2,25.6
Admiralty,2020,8,7,0,0,0,0,29.9,33.6,27.3,9.6,29.1
Admiralty,2020,8,8,0,0,0,0,30.2,34.6,27.6,9.2,27.8
Admiralty,2020,8,9,0,0,0,0,30.3,35.4,27.9,9.3,29.8
Admiralty,2020,8,10,0,0,0,0,30.3,34.3,27.9,10,28.9
Admiralty,2020,8,11,0,0,0,0,29.8,34,28.2,9.6,31.7
Admiralty,2020,8,12,12.6,4.8,7.6,8.6,27,29.3,23.4,12.5,40.7
Admiralty,2020,8,13,31.4,21,25.6,27.6,28.2,32.8,23.8,8,24.8
Admiralty,2020,8,14,9,4.6,6.6,7.2,25.6,28.4,22.9,13,41.1
Admiralty,2020,8,15,18.2,15.4,18,18.2,27.1,33,24.4,10.4,33.2
Admiralty,2020,8,16,0.2,0.2,0.2,0.2,27.9,31.7,24.6,8.6,29.8
Admiralty,2020,8,17,1.8,1.4,1.8,1.8,27.3,32.2,24.4,9.8,37.4
Admiralty,2020,8,18,0.6,0.4,0.4,0.4,27.1,29.2,25.8,8.5,25.2
Admiralty,2020,8,19,0.6,0.4,0.4,0.4,27.7,31.9,24.7,9.8,31.7
Admiralty,2020,8,20,0,0,0,0.4,28.2,32.5,25.4,11.6,42.4
Admiralty,2020,8,21,0,0,0,0,29.6,33.5,27.4,11.1,32
Admiralty,2020,8,22,12.6,5.6,9.2,11.8,27.5,32.7,24.3,10.8,38.5
Admiralty,2020,8,23,20.8,13.6,15.8,19.2,25.1,28.2,23,11,43.9
Admiralty,2020,8,24,0,0,0,0,27.8,32.7,23.8,14.3,35.2
Admiralty,2020,8,25,0,0,0,0,27.8,31.6,25.8,11.1,29.8
Admiralty,2020,8,26,0.6,0.6,0.6,0.6,27.4,32.5,25.4,8.6,32.8
Admiralty,2020,8,27,0,0,0,0,28.2,31.9,25.9,8.8,31.3
Admiralty,2020,8,28,0,0,0,0,28.8,31.7,26.4,8.7,29.8
Admiralty,2020,8,29,0.8,0.6,0.8,0.8,27.5,31.9,25.8,10.8,28.5
Admiralty,2020,8,30,0,0,0,0,29.2,34,26.4,9.6,32
Admiralty,2020,8,31,0,0,0,0,29.3,33.1,27,9.5,31.7
Admiralty,2020,9,1,1.4,1.4,1.4,1.4,28.9,32.7,26.8,10.3,37.4
Admiralty,2020,9,2,2.4,2,2,2,28.2,32.9,26.1,11.4,33.9
Admiralty,2020,9,3,6.8,3,4.4,5.2,26.6,29.7,24.8,9.8,25.9
Admiralty,2020,9,4,5,3.8,3.8,3.8,27,31.6,25,10.3,31.3
Admiralty,2020,9,5,13.4,3.4,4.8,7.2,25,26,23.5,8.3,31.3
Admiralty,2020,9,6,12.4,8,11,12,25.9,31.6,23.4,10.9,41.5
Admiralty,2020,9,7,0,0,0,0,27.9,32.8,23.9,12.9,42.4
Admiralty,2020,9,8,0.2,0.2,0.2,0.2,28,31.9,25.4,12.2,34.6
Admiralty,2020,9,9,0.4,0.4,0.4,0.4,27.9,33.1,25.5,10.3,28.5
Admiralty,2020,9,10,0.4,0.4,0.4,0.4,26.9,30.2,24.9,10.5,36.3
Admiralty,2020,9,11,4.2,3.6,3.6,3.6,27.6,31.7,24.1,9.1,33.2
Admiralty,2020,9,12,8.2,3,4.4,7,25.9,28.1,24.4,9.6,26.3
Admiralty,2020,9,13,18,8.6,13.6,16,24.8,27.7,22.8,11.2,35.2
Admiralty,2020,9,14,19.4,16.8,18.2,18.8,25.5,29.7,23.1,10.5,35.6
Admiralty,2020,9,15,0,0,0,0,27.8,32.2,24.4,8.9,23
Admiralty,2020,9,16,10.8,3.2,6,8.8,26.5,30.7,21.4,9.4,63
Admiralty,2020,9,17,0,0,0,0,28.3,32.7,25.1,10.8,32.4
Admiralty,2020,9,18,0,0,0,0,29.1,33.9,26.4,9.9,34.3
Admiralty,2020,9,19,31.8,11.2,20.4,29,28.6,34.5,22.6,8.5,42
Admiralty,2020,9,20,0.8,0.6,0.6,0.8,28.4,31.6,26.1,12.7,39.3
Admiralty,2020,9,21,1.8,0.6,0.8,1.4,26.2,29.3,25,10.9,30.6
Admiralty,2020,9,22,0.2,0.2,0.2,0.2,27.1,32.7,24.9,11.3,32.4
Admiralty,2020,9,23,0,0,0,0,28.7,34.3,25.2,10.1,25.6
Admiralty,2020,9,24,2.6,2.6,2.6,2.6,28.2,33,24.1,11.2,47.8
Admiralty,2020,9,25,15.4,15.2,15.2,15.4,28.5,34.5,23.1,12.4,41.1
Admiralty,2020,9,26,49.4,18.4,24.4,39,25.7,28.5,22.6,8.3,42.4
Admiralty,2020,9,27,8.6,9.4,24.2,29.6,26.2,29.1,22.3,8.1,25.2
Admiralty,2020,9,28,0,0,0,0,28.6,33.5,25.8,9.2,33.9
Admiralty,2020,9,29,3.4,3.4,3.4,3.4,27.6,31.1,25.4,9.3,29.8
Admiralty,2020,9,30,35.8,15.6,20.2,21.6,27.5,32.9,24.5,11,41.1
Admiralty,2020,10,1,8,5,5.2,5.4,26.5,29.6,23.9,9.9,32.4
Admiralty,2020,10,2,0,0,0,0,27.6,32.5,24.4,10.4,36.7
Admiralty,2020,10,3,7.2,3.4,4.6,6.8,27.6,32.6,23.4,9.6,35.2
Admiralty,2020,10,4,0,0,0,0,28.7,31.2,27,8.4,18.7
Admiralty,2020,10,5,0,0,0,0,29.4,33.9,26.5,8.7,25.6
Admiralty,2020,10,6,0,0,0,0,28.9,32.8,26.5,9.8,29.1
Admiralty,2020,10,7,9.6,4.8,7,8.4,27.6,31.1,24.3,10.4,51.9
Admiralty,2020,10,8,20.2,13.8,15,16.6,26.6,30.9,23.6,10.8,68.3
Admiralty,2020,10,9,0,0,0,0,27.7,30.7,25.9,8.3,23
Admiralty,2020,10,10,6.2,5.8,5.8,6.2,27.5,29.7,23.5,8.8,55
Admiralty,2020,10,11,4.8,2.2,3,4.2,27.5,31.8,23.9,8.8,37
Admiralty,2020,10,12,0,0,0,0,28.3,31,26.8,9.1,31.3
Admiralty,2020,10,13,0,0,0,0,29.1,32.3,26.4,8.3,27.4
Admiralty,2020,10,14,3.4,2.2,2.2,2.2,28.5,31.7,24.9,8.3,41.1
Admiralty,2020,10,15,12.6,11.6,12.2,12.4,28.3,32.5,23.8,8.4,47.6
Admiralty,2020,10,16,1,1,1,1,29.2,34,24.9,8.5,50
Admiralty,2020,10,17,0,0,0,0,30.1,34.8,27.5,9.6,31.3
Admiralty,2020,10,18,14,13.2,14,14,28.2,32.3,22.5,11,41.9
Admiralty,2020,10,19,0,0,0,0,29.2,34.3,25.9,9.5,32
Admiralty,2020,10,20,3.4,2.2,2.6,3.4,27.6,30.4,25.5,13.2,31.3
Admiralty,2020,10,21,2.8,2.6,2.6,2.8,28.4,33.3,24.1,12.1,40.7
Admiralty,2020,10,22,5.8,1.4,2.2,3,26.7,30,24,10.5,37.4
Admiralty,2020,10,23,0,0,0,0,28.6,32.4,26.7,10.1,28.2
Admiralty,2020,10,24,0.2,0.2,0.2,0.2,27.9,31.7,25.3,10.3,24.8
Admiralty,2020,10,25,1.4,0.6,1,1.2,28,32.2,23.6,11,37.4
Admiralty,2020,10,26,1.6,1,1.6,1.6,27.4,29.3,24.2,9.3,43.2
Admiralty,2020,10,27,0,0,0,0,29.4,32.8,26.4,10,38.5
Admiralty,2020,10,28,2.6,2.4,2.6,2.6,28,29.7,24.9,8.8,29.8
Admiralty,2020,10,29,0,0,0,0,28.3,31.6,26.4,11,29.8
Admiralty,2020,10,30,0,0,0,0,28.7,34.1,25.1,12.1,30.2
Admiralty,2020,10,31,37.2,23.4,30.4,31.4,27.2,34.1,22.6,13.8,42.8
Admiralty,2020,11,1,0,0,0,0,27.3,32,24.6,11.3,35
Admiralty,2020,11,2,10.2,5.8,6.8,6.8,26.8,33,23.6,13,50
Admiralty,2020,11,3,0.6,0.4,0.4,0.4,27.4,31.5,25.5,12.1,33.9
Admiralty,2020,11,4,18.2,8.4,10.6,12.6,25.1,26.9,23.3,12,48.2
Admiralty,2020,11,5,0,0,0,0,28.2,33.4,24.5,11.7,26.7
Admiralty,2020,11,6,0,0,0,0,29.3,33.6,26.1,11.1,31.3
Admiralty,2020,11,7,47,29.6,33.2,34,25.4,28.2,23.4,13.1,40
Admiralty,2020,11,8,15.6,13.6,13.8,15,25.6,29.1,24,11,34.3
Admiralty,2020,11,9,0,0,0,0,26.8,30.8,24.7,11.8,35.2
Admiralty,2020,11,10,1.2,1,1,1.2,27,29.6,24.8,11,22.4
Admiralty,2020,11,11,0,0,0,0,28.9,33.2,25.3,11,31.7
Admiralty,2020,11,12,0,0,0,0,29.5,34.1,27.2,16.2,39.3
Admiralty,2020,11,13,0,0,0,0,28.9,33.3,26.2,18,41.5
Admiralty,2020,11,14,38.4,26.2,33,38.2,27.2,32.1,23.5,15.1,53.7
